Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
176,224.72,1,488766.0,15,15,2,16401,2844,Long-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,True,False,False,False,False,False,False,True
177,0.0,0,57674.240000000005,20,20,1,11834,1163,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
178,0.0,0,508785.5466666666,19,19,1,12186,3174,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
179,0.0,0,265873.37142857147,18,18,1,10725,2266,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
180,0.0,0,191785.9047619048,10,10,1,9643,3570,Mid-term,English,AUTO RENEW,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
181,0.0,0,180672.14285714284,3,3,0,12065,3582,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
182,0.0,0,326279.20000000007,20,20,1,8943,1864,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
183,0.0,0,383658.2400000001,14,14,3,10970,3710,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,True,False,False,False,False,False,True,True
184,109.68,1,225063.36,19,19,1,9752,2049,Mid-term,English,NOTICE,WEB,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
185,0.0,0,303610.0266666667,17,17,1,5037,3783,Short-term,English,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
186,192.81904761904764,1,543749.7142857143,20,20,1,10312,2308,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
187,84.73333333333335,1,136844.33333333337,17,17,2,14605,1794,Long-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,True,False,True
188,0.0,0,297390.8571428572,18,18,1,12065,2287,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
189,0.0,0,28153.904761904763,4,4,1,7114,3448,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
190,193.5809523809524,1,207325.2,21,21,1,10055,2314,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
191,0.0,0,1690525.3333333335,20,20,2,11592,2871,Mid-term,European,NOTICE,MAIL,101-500,Standard,False,False,True,False,False,False,False,False,False,False,True
192,0.0,0,288976.76190476195,20,20,2,11335,2385,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,True,True
193,0.0,0,256576.3200000001,6,6,1,8717,3599,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
194,0.0,0,871285.8,11,11,2,12323,3501,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,True,False,True,False,False,False,False,False,False,True
195,0.0,0,672901.6000000001,20,20,1,5546,4146,Short-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
196,0.0,0,438823.2,10,10,1,12796,4279,Mid-term,English,NOTICE,BRANCH (POS),6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
197,0.0,0,419600.0,15,15,1,8670,2358,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
198,266.93333333333334,1,86486.40000000001,9,9,1,14664,2839,Long-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
199,0.0,0,852228.0000000002,6,6,2,11104,3164,Mid-term,English,AUTO RENEW,WEB,101-500,Premier,False,True,False,False,False,False,True,False,False,False,True
200,311.68000000000006,1,1106464.0000000002,25,25,1,6637,4117,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
201,233.12,1,272284.16000000003,16,16,1,14664,3313,Long-term,Unknown,NOTICE,BRANCH (POS),6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
202,0.0,0,397965.0,15,15,1,9172,1769,Mid-term,English,NOTICE,MAIL,51-100,Standard,False,False,False,False,False,False,False,False,False,False,True
203,0.0,0,404221.7142857143,9,9,1,8578,3725,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
204,299.1333333333334,1,466049.7333333335,19,19,1,16644,2151,Long-term,English,NOTICE,MAIL,51-100,Standard,False,False,False,False,False,False,False,False,False,False,True
205,139.68,1,223488.00000000003,20,20,1,15061,2356,Long-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
206,487.1706666666667,1,579733.0933333334,14,14,1,19413,2845,Long-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
207,365.1390476190476,1,577284.8342857143,17,17,1,4295,2939,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
208,0.0,0,47325.8,1,1,1,13875,2429,Mid-term,Unknown,NOTICE,MAIL,101-500,Premier,False,False,False,True,False,False,False,False,False,False,False
209,0.0,0,64253.95200000001,24,24,2,8441,2014,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,True,False,False,False,False,False,False,True
210,0.0,0,343181.04000000004,17,17,2,10998,2739,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,True,False,False,False,False,True
211,1930.666666666667,1,1486613.3333333335,11,11,2,15473,4880,Long-term,English,NOTICE,MAIL,101-500,Premier,False,False,False,False,False,False,False,False,True,False,True
212,0.0,0,691230.96,23,23,1,13326,2554,Mid-term,English,NOTICE,BRANCH (POS),51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
213,0.0,0,860246.4000000001,18,18,1,5917,2469,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
214,0.0,0,115484.57142857142,9,9,1,2019,2695,Short-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
215,0.0,0,1345661.856,21,21,2,13418,3345,Mid-term,English,NOTICE,BRANCH (PHONE),11-50,Premier,False,True,False,True,False,False,False,False,False,False,True
216,0.0,0,794417.1428571428,18,18,1,1794,3035,Short-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
217,0.0,0,92913.33333333331,11,11,1,13234,3397,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
218,0.0,0,2911412.746666667,17,17,1,8207,2826,Mid-term,European,AUTO RENEW,AUTO RENEW,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
219,0.0,0,366589.8000000001,9,9,1,16125,5316,Long-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
220,0.0,0,445313.06666666665,20,20,1,5511,3077,Short-term,English,NOTICE,MAIL,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
221,221.76,1,204906.24,21,21,1,20800,3197,Long-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
222,0.0,0,290959.2,14,14,2,9843,3291,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,True,False,True
223,0.0,0,157726.17142857146,24,24,1,13845,3067,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
224,0.0,0,508077.4399999999,24,24,1,11804,3670,Mid-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,False,False,False,False,False,False,False,True
225,0.0,0,2955704.0,20,20,1,8670,3781,Mid-term,English,NOTICE,MAIL,101-500,Standard,False,True,False,False,False,False,False,False,False,False,True
226,530.5733333333334,1,667461.2533333334,17,17,1,9431,3851,Mid-term,English,AUTO RENEW,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
227,0.0,0,213705.4,6,6,1,15991,2265,Long-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,True,False,False
228,305.7904761904762,1,719830.780952381,22,22,1,9843,3118,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
229,311.9428571428572,1,441711.0857142858,12,12,1,9599,3162,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
230,0.0,0,68500.08,11,11,1,13418,1955,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,False,False,False,False,False,False,False,False,False,True
231,0.0,0,653578.5142857144,22,22,1,13784,4012,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
232,369.7904761904762,1,66562.28571428571,12,12,1,9674,3577,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
233,302.5333333333333,1,498877.46666666656,17,17,1,10039,3095,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
234,0.0,0,83204.80000000002,17,17,1,4240,4506,Short-term,English,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
235,0.0,0,188528.72380952383,20,20,1,10953,2718,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
236,0.0,0,136283.42857142858,10,10,2,12473,4294,Mid-term,English,NOTICE,WEB,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
237,0.0,0,153004.80000000002,6,6,1,8990,1931,Mid-term,Unknown,NOTICE,MAIL,11-50,Premier,False,False,False,False,False,False,False,False,False,False,True
238,0.0,0,401247.14666666667,8,8,1,8670,5725,Mid-term,English,NOTICE,BRANCH (PHONE),1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
239,0.0,0,692123.4285714285,20,20,1,2096,2750,Short-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
240,0.0,0,980434.2857142858,18,18,2,12838,3529,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,True,False,False,False,False,False,False,False,True
241,500.07142857142856,1,405057.8571428571,54,54,0,2212,3793,Short-term,Unknown,NOTICE,PHONE,6-10,Premier,False,True,False,False,False,False,False,False,False,False,False
242,365.2533333333334,1,327266.9866666667,8,8,2,10267,2796,Mid-term,English,NOTICE,MAIL,11-50,Premier,False,True,False,False,False,False,False,False,True,False,True
243,744.1880952380952,1,2738612.1904761903,32,32,0,6820,4208,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,6-10,Premier,False,False,False,False,False,False,False,False,False,False,False
244,0.0,0,922531.168,19,19,1,8929,3442,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
245,0.0,0,630302.0533333333,13,13,1,11926,4631,Mid-term,English,NOTICE,WEB,1-5,Premier,False,True,False,False,False,False,False,False,False,False,True
246,0.0,0,509142.55238095246,17,17,1,10526,2377,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
247,193.872,1,187861.968,17,17,1,14695,3762,Long-term,English,NOTICE,BRANCH (POS),1-5,Standard,True,True,False,False,False,False,False,False,False,False,True
248,162.64,1,85873.92000000001,8,8,3,20723,2314,Long-term,English,NOTICE,MAIL,1-5,Premier,False,False,False,True,False,False,False,False,False,True,True
249,0.0,0,196357.824,18,18,1,2651,3313,Short-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
250,0.0,0,574852.824,17,17,1,3946,2065,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
251,0.0,0,1956240.0,18,18,1,9126,3152,Mid-term,English,NOTICE,WEB,101-500,Premier,False,True,False,False,False,False,False,False,False,False,True
252,0.0,0,18417.54285714286,3,3,1,10147,2346,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
253,0.0,0,146939.52000000002,18,18,1,9551,2534,Mid-term,English,NOTICE,MAIL,1-5,Standard,False,True,False,False,False,False,False,False,False,False,True
254,0.0,0,230834.2857142857,10,10,1,11213,2305,Mid-term,English,NOTICE,WEB,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
255,0.0,0,2356120.8000000003,22,22,1,12796,2471,Mid-term,English,NOTICE,MAIL,500+,Premier,False,False,False,False,False,False,False,False,False,False,True
256,0.0,0,37626.28571428572,11,11,1,13495,3378,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
257,0.0,0,246458.33333333337,13,13,1,11834,3145,Mid-term,English,NOTICE,MAIL,51-100,Standard,True,False,False,False,False,False,False,False,False,False,True
258,0.0,0,536777.142857143,24,24,1,10848,2332,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
259,0.0,0,153069.28,3,3,0,13526,2362,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,False,True,False,False,False,False,False,False,False,False,False
260,0.0,0,836126.72,21,21,1,2944,2641,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,False,True,False,False,False,False,False,False,False,False,True
261,0.0,0,263239.00952380954,11,11,1,9674,3693,Mid-term,English,NOTICE,WEB,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
262,0.0,0,385974.3085714287,18,18,2,11349,3389,Mid-term,English,NOTICE,PHONE,6-10,Premier,False,True,False,True,False,False,False,False,False,False,True
263,0.0,0,292194.00000000006,6,6,0,10604,3775,Mid-term,Unknown,NOTICE,WEB,1-5,Standard,False,True,False,False,False,False,False,False,False,False,False
264,0.0,0,3656928.000000001,44,44,0,9054,3290,Mid-term,Unknown,NOTICE,PHONE,11-50,Standard,False,True,False,False,False,False,False,False,False,False,False
265,578.5,1,737009.0,13,13,1,9994,3295,Mid-term,English,AUTO RENEW,WEB,51-100,Standard,False,True,False,False,False,False,False,False,False,False,True
266,278.1666666666667,1,253966.1666666667,11,11,4,14702,2066,Long-term,English,NOTICE,MAIL,51-100,Standard,False,True,True,True,True,False,False,False,False,False,True
267,0.0,0,746549.8999999999,19,19,1,9643,2776,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,False,False,False,False,False,False,False,False,False,True
268,0.0,0,5073120.800000001,29,29,2,8747,2665,Mid-term,English,NOTICE,WEB,500+,Premier,False,True,False,False,False,False,False,False,True,False,True
269,0.0,0,1028799.2,23,23,2,11377,3071,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,True,False,False,False,False,False,False,False,True
270,0.0,0,331435.2,18,18,1,9902,3202,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,False,False,False,False,False,False,False,False,False,True
271,0.0,0,669290.0000000001,10,10,1,10984,2400,Mid-term,English,NOTICE,WEB,101-500,Premier,False,False,False,False,False,False,False,False,False,False,True
272,469.44,1,499953.6,15,15,1,9843,3329,Mid-term,English,NOTICE,PHONE,11-50,Premier,False,True,False,False,False,False,False,False,False,False,True
273,0.0,0,245208.0,20,20,1,11257,2321,Mid-term,English,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,True
274,378.8,1,466681.6,16,16,2,9674,3641,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,True,False,True
275,212.20952380952383,1,323407.3142857143,12,12,1,16753,2447,Long-term,English,NOTICE,MAIL,6-10,Premier,False,False,False,False,False,False,False,False,False,False,True
276,0.0,0,45253.79047619048,4,4,2,12065,2769,Mid-term,English,NOTICE,MAIL,6-10,Standard,False,True,False,False,False,False,False,False,True,False,True
277,231.96666666666667,1,306196.0,20,20,1,16965,1876,Long-term,English,NOTICE,PHONE,51-100,Standard,False,False,False,False,False,False,False,False,False,False,True
278,0.0,0,197560.83809523808,22,22,1,12079,2423,Mid-term,English,NOTICE,MAIL,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
279,533.3333333333334,1,903466.6666666667,22,22,1,9735,3656,Mid-term,English,NOTICE,MAIL,11-50,Standard,False,True,False,False,False,False,False,False,False,False,True
280,0.0,0,1711196.666666667,20,20,2,3984,4027,Short-term,English,NOTICE,WEB,51-100,Standard,False,False,False,False,True,False,False,False,False,False,True
281,257.64761904761906,1,150723.85714285716,15,15,1,14909,2347,Long-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,False,True,False,False,False,False,False,False,False,False,True
282,0.0,0,1252966.0,22,22,0,9096,5711,Mid-term,Unknown,NOTICE,MAIL,51-100,Premier,False,True,False,False,False,False,False,False,False,False,False
